trial,tCue1,tCue2,tCue3,presentationEnd,tPress1,tPress2,tPress3,keyPress1,keyPress2,keyPress3,choiceEnd,timeFeedback,cue1,cue2,operation,operationFirst,correctAnsw,givenAnsw,correct,correctFb,toExclude,operand1_time,operation_time,operand2_time
171,1358771.23333333,1359521.2,1360287.86666667,1361037.86666667,1362321.16666667,1362904.5,,1,2.0,,1363271.13333333,1363787.8,10,2,+,0,12,12,1,1,0,1358771.23333333,1360287.86666667,1359521.2
172,1364287.8,1365037.8,1365787.76666667,1366537.76666667,1370237.7,1370654.36666667,,1,3.0,,1370954.36666667,1371471.0,8,5,+,1,13,13,1,1,0,1365037.8,1364287.8,1365787.76666667
173,1371971.0,1372721.0,1373470.96666667,1374220.96666667,1374720.96666667,,,0,,,1375104.3,1375604.26666667,3,3,-,0,0,0,1,1,0,1371971.0,1373470.96666667,1372721.0
174,1376104.26666667,1376854.26666667,1377604.23333333,1378354.23333333,1379604.2,1381470.83333333,,1,9.0,,1381954.16666667,1382454.13333333,10,9,+,0,19,19,1,1,0,1376104.26666667,1377604.23333333,1376854.26666667
175,1382970.83333333,1383720.8,1384470.8,1385220.76666667,1386487.43333333,,,0,,,1387104.06666667,1387604.06666667,10,0,-,0,10,0,0,1,0,1382970.83333333,1384470.8,1383720.8
176,1388104.06666667,1388854.03333333,1389604.03333333,1390354.03333333,1392254.0,,,5,,,1392670.63333333,1393170.63333333,0,5,-,0,-5,5,0,1,0,1388104.06666667,1389604.03333333,1388854.03333333
177,1393670.63333333,1394420.63333333,1395170.6,1395920.6,1398120.56666667,,,5,,,1398503.86666667,1399020.53333333,1,6,-,0,-5,5,0,1,0,1393670.63333333,1395170.6,1394420.63333333
178,1399520.53333333,1400270.53333333,1401020.5,1401770.5,1404753.76666667,1405037.1,,1,2.0,,1405403.76666667,1405903.73333333,8,4,+,1,12,12,1,1,0,1400270.53333333,1399520.53333333,1401020.5
179,1406403.76666667,1407153.73333333,1407920.4,1408670.36666667,1410453.66666667,,,4,,,1411037.0,1411537.0,8,4,-,0,4,4,1,1,0,1406403.76666667,1407920.4,1407153.73333333
180,1412037.0,1412786.96666667,1413536.96666667,1414286.93333333,1415570.26666667,,,6,,,1415936.9,1416436.9,0,6,+,0,6,6,1,1,0,1412037.0,1413536.96666667,1412786.96666667
181,1416936.9,1417686.9,1418436.86666667,1419186.86666667,1421886.83333333,,,5,,,1422586.8,1423086.8,9,4,-,1,5,5,1,1,0,1417686.9,1416936.9,1418436.86666667
182,1423603.46666667,1424353.43333333,1425103.43333333,1425853.4,1428236.7,,,4,,,1428770.03333333,1429270.03333333,2,2,+,1,4,4,1,1,0,1424353.43333333,1423603.46666667,1425103.43333333
183,1429770.03333333,1430520.0,1431270.0,1432019.96666667,1433886.6,1434169.96666667,,1,0.0,,1434486.6,1434986.6,2,9,+,0,11,10,0,1,0,1429770.03333333,1431270.0,1430520.0
184,1435486.6,1436236.56666667,1436986.56666667,1437736.53333333,1440219.83333333,1440503.16666667,,1,1.0,,1440886.5,1441386.46666667,8,3,+,0,11,11,1,1,0,1435486.6,1436986.56666667,1436236.56666667
185,1441886.46666667,1442636.46666667,1443386.46666667,1444136.43333333,1448169.7,,,7,,,1448703.03333333,1449203.0,0,7,-,1,-7,7,0,1,0,1442636.46666667,1441886.46666667,1443386.46666667
186,1449703.0,1450453.0,1451202.96666667,1451952.96666667,1456819.56666667,,,2,,,1457269.53333333,1457769.53333333,7,5,-,0,2,2,1,1,0,1449703.0,1451202.96666667,1450453.0
187,1458269.53333333,1459019.53333333,1459769.5,1460519.5,1466136.06666667,1466802.7,,1,6.0,,1467202.7,1467702.7,7,9,+,1,16,16,1,1,0,1459019.53333333,1458269.53333333,1459769.5
188,1468202.7,1468952.66666667,1469702.66666667,1470452.66666667,1479252.5,,,0,,,1479669.16666667,1480169.13333333,10,3,+,0,13,0,0,1,0,1468202.7,1469702.66666667,1468952.66666667
189,1480669.16666667,1481419.13333333,1482169.13333333,1482919.1,1493918.93333333,,,0,,,1494718.9,1495218.9,0,0,-,0,0,0,1,1,0,1480669.16666667,1482169.13333333,1481419.13333333
190,1495718.9,1496468.86666667,1497218.86666667,1497968.86666667,1501952.13333333,,,5,,,1502502.1,1503002.1,3,8,-,0,-5,5,0,1,0,1495718.9,1497218.86666667,1496468.86666667
191,1503502.1,1504252.06666667,1505002.06666667,1505752.06666667,1509668.66666667,,,6,,,1510151.96666667,1510651.96666667,2,8,-,0,-6,6,0,1,0,1503502.1,1505002.06666667,1504252.06666667
192,1511151.96666667,1511901.93333333,1512651.93333333,1513401.93333333,1517185.2,,,7,,,1517801.83333333,1518301.83333333,4,3,+,1,7,7,1,1,0,1511901.93333333,1511151.96666667,1512651.93333333
193,1518818.5,1519568.46666667,1520318.46666667,1521068.46666667,1523018.43333333,,,4,,,1523618.4,1524118.4,2,2,+,1,4,4,1,1,0,1519568.46666667,1518818.5,1520318.46666667
194,1524618.4,1525368.4,1526118.36666667,1526868.36666667,1527601.66666667,,,0,,,1528035.0,1528535.0,1,1,-,0,0,0,1,1,0,1524618.4,1526118.36666667,1525368.4
195,1529035.0,1529784.96666667,1530534.96666667,1531284.96666667,1533634.93333333,,,5,,,1534168.23333333,1534668.23333333,7,2,-,1,5,5,1,1,0,1529784.96666667,1529035.0,1530534.96666667
196,1535168.23333333,1535918.2,1536668.2,1537418.16666667,1540418.13333333,,,5,,,1540934.76666667,1541451.43333333,3,2,+,0,5,5,1,1,0,1535168.23333333,1536668.2,1535918.2
197,1541951.43333333,1542701.43333333,1543451.4,1544201.4,1545551.36666667,,,4,,,1546351.36666667,1546868.0,1,5,-,1,-4,4,0,1,0,1542701.43333333,1541951.43333333,1543451.4
198,1547368.03333333,1548118.0,1548868.0,1549617.96666667,1556434.53333333,,,0,,,1556984.5,1557484.5,0,9,+,0,9,0,0,1,0,1547368.03333333,1548868.0,1548118.0
199,1557984.5,1558734.5,1559484.46666667,1560234.46666667,1562901.06666667,1563251.06666667,,1,3.0,,1563617.73333333,1564117.7,5,8,+,0,13,13,1,1,0,1557984.5,1559484.46666667,1558734.5
200,1564617.73333333,1565367.7,1566117.7,1566867.66666667,1569384.3,1569667.63333333,,1,0.0,,1570000.96666667,1570500.93333333,9,2,+,1,11,10,0,1,0,1565367.7,1564617.73333333,1566117.7
201,1571000.93333333,1571750.93333333,1572500.9,1573250.9,1574717.53333333,1575034.2,,1,4.0,,1575750.86666667,1576250.83333333,10,4,+,1,14,14,1,1,0,1571750.93333333,1571000.93333333,1572500.9
202,1576750.83333333,1577500.83333333,1578250.83333333,1579000.8,1588783.96666667,,,2,,,1589200.63333333,1589717.3,7,9,-,0,-2,2,0,1,0,1576750.83333333,1578250.83333333,1577500.83333333
203,1590217.26666667,1590967.26666667,1591717.26666667,1592467.23333333,1596050.53333333,,,7,,,1596633.83333333,1597133.83333333,9,2,-,0,7,7,1,1,0,1590217.26666667,1591717.26666667,1590967.26666667
204,1597633.83333333,1598383.8,1599133.8,1599883.76666667,1604800.36666667,1605083.7,,1,1.0,,1605550.33333333,1606050.33333333,4,7,-,1,-3,11,0,1,0,1598383.8,1597633.83333333,1599133.8
205,1606550.33333333,1607300.33333333,1608050.3,1608800.3,1613750.23333333,1614100.2,,1,3.0,,1614600.2,1615100.16666667,8,5,+,1,13,13,1,1,0,1607300.33333333,1606550.33333333,1608050.3
206,1615600.16666667,1616350.16666667,1617100.16666667,1617850.13333333,1619433.43333333,,,3,,,1619833.43333333,1620333.43333333,2,1,+,1,3,3,1,1,0,1616350.16666667,1615600.16666667,1617100.16666667
207,1620833.43333333,1621583.4,1622333.4,1623083.36666667,1624283.36666667,,,6,,,1624716.7,1625216.66666667,5,1,+,1,6,6,1,1,0,1621583.4,1620833.43333333,1622333.4
208,1625716.66666667,1626466.66666667,1627216.63333333,1627966.63333333,1629783.26666667,,,8,,,1630266.6,1630766.56666667,8,0,+,1,8,8,1,1,0,1626466.66666667,1625716.66666667,1627216.63333333
209,1631266.6,1632016.56666667,1632766.56666667,1633533.2,1635966.5,,,5,,,1636416.5,1636916.46666667,2,7,-,1,-5,5,0,1,0,1632016.56666667,1631266.6,1632766.56666667
210,1637416.46666667,1638166.46666667,1638916.43333333,1639666.43333333,1642516.4,,,9,,,1643016.36666667,1643516.36666667,10,1,-,1,9,9,1,1,0,1638166.46666667,1637416.46666667,1638916.43333333
211,1644016.36666667,1644766.33333333,1645516.33333333,1646266.33333333,1649032.93333333,1649316.26666667,,1,1.0,,1649816.26666667,1650316.23333333,7,4,+,1,11,11,1,1,0,1644766.33333333,1644016.36666667,1645516.33333333
212,1650832.9,1651582.9,1652332.9,1653082.86666667,1654832.83333333,,,7,,,1655432.83333333,1655932.8,5,2,+,0,7,7,1,1,0,1650832.9,1652332.9,1651582.9
213,1656432.83333333,1657182.8,1657932.8,1658682.76666667,1660099.43333333,,,2,,,1660516.06666667,1661016.06666667,2,0,+,0,2,2,1,1,0,1656432.83333333,1657932.8,1657182.8
214,1661516.06666667,1662266.03333333,1663016.03333333,1663766.03333333,1668282.63333333,,,8,,,1668815.93333333,1669315.93333333,10,2,-,1,8,8,1,1,0,1662266.03333333,1661516.06666667,1663016.03333333
215,1669815.93333333,1670565.9,1671315.9,1672065.86666667,1673265.86666667,,,5,,,1674082.5,1674582.5,4,1,+,0,5,5,1,1,0,1669815.93333333,1671315.9,1670565.9
216,1675082.5,1675832.5,1676582.46666667,1677349.13333333,1681865.73333333,,,7,,,1682632.36666667,1683132.36666667,10,3,-,1,7,7,1,1,0,1675832.5,1675082.5,1676582.46666667
217,1683632.36666667,1684382.33333333,1685132.33333333,1685882.3,1695215.5,,,2,,,1695715.46666667,1696215.46666667,9,7,-,0,2,2,1,1,0,1683632.36666667,1685132.33333333,1684382.33333333
218,1696715.46666667,1697465.46666667,1698215.43333333,1698965.43333333,1700232.06666667,1700548.73333333,,1,2.0,,1700915.4,1701415.36666667,6,6,+,1,12,12,1,1,0,1697465.46666667,1696715.46666667,1698215.43333333
219,1701915.36666667,1702665.36666667,1703415.33333333,1704165.33333333,1706165.3,,,8,,,1706765.3,1707265.26666667,1,7,+,1,8,8,1,1,0,1702665.36666667,1701915.36666667,1703415.33333333
220,1707765.3,1708515.26666667,1709265.23333333,1710015.23333333,1711365.2,,,2,,,1711898.53333333,1712398.53333333,2,0,+,1,2,2,1,1,0,1708515.26666667,1707765.3,1709265.23333333
221,1712898.53333333,1713648.5,1714398.5,1715165.13333333,1718681.76666667,1719398.4,,1,3.0,,1719831.73333333,1720348.4,8,5,+,1,13,13,1,1,0,1713648.5,1712898.53333333,1714398.5
222,1720848.4,1721598.36666667,1722348.36666667,1723098.33333333,1724331.66666667,,,5,,,1724881.63333333,1725381.63333333,5,0,+,0,5,5,1,1,0,1720848.4,1722348.36666667,1721598.36666667
223,1725881.63333333,1726631.63333333,1727381.6,1728148.26666667,1731764.86666667,,,2,,,1732181.5,1732681.5,1,3,-,1,-2,2,0,1,0,1726631.63333333,1725881.63333333,1727381.6
224,1733181.5,1733931.5,1734681.46666667,1735431.46666667,1740414.73333333,1740848.03333333,,1,5.0,,1741364.7,1741864.7,9,6,+,1,15,15,1,1,0,1733931.5,1733181.5,1734681.46666667
225,1742364.7,1743114.66666667,1743864.66666667,1744614.63333333,1747864.6,,,4,,,1748397.9,1748914.56666667,1,5,-,1,-4,4,0,1,0,1743114.66666667,1742364.7,1743864.66666667
226,1749414.56666667,1750164.56666667,1750914.53333333,1751664.53333333,1754081.16666667,,,5,,,1754581.13333333,1755081.13333333,10,5,-,1,5,5,1,1,0,1750164.56666667,1749414.56666667,1750914.53333333
227,1755581.13333333,1756331.1,1757081.1,1757831.1,1764164.33333333,1764580.96666667,,1,4.0,,1765064.3,1765564.26666667,6,8,+,1,14,14,1,1,0,1756331.1,1755581.13333333,1757081.1
228,1766064.26666667,1766814.26666667,1767564.26666667,1768314.23333333,1768997.56666667,1769364.23333333,,2,0.0,,1769864.2,1770364.2,10,10,+,0,20,20,1,1,0,1766064.26666667,1767564.26666667,1766814.26666667
229,1770864.2,1771614.16666667,1772364.16666667,1773114.16666667,1774980.8,,,5,,,1775447.43333333,1775947.43333333,4,7,-,1,-3,5,0,1,0,1771614.16666667,1770864.2,1772364.16666667
230,1776447.43333333,1777197.43333333,1777947.4,1778697.4,1791847.16666667,1792130.5,,1,1.0,,1792547.16666667,1793047.13333333,2,9,-,1,-7,11,0,1,0,1777197.43333333,1776447.43333333,1777947.4
231,1793547.13333333,1794297.13333333,1795047.13333333,1795797.1,1806896.93333333,1807146.9,,1,2.0,,1807496.9,1807996.9,7,2,+,0,9,12,0,1,0,1793547.13333333,1795047.13333333,1794297.13333333
232,1808496.9,1809246.86666667,1809996.86666667,1810746.83333333,1812446.83333333,,,8,,,1812946.8,1813446.8,0,8,+,0,8,8,1,1,0,1808496.9,1809996.86666667,1809246.86666667
233,1813946.8,1814696.76666667,1815446.76666667,1816196.76666667,1818113.4,,,1,,,1818596.7,1819096.7,9,10,-,0,-1,1,0,1,0,1813946.8,1815446.76666667,1814696.76666667
234,1819596.7,1820346.7,1821096.66666667,1821846.66666667,1828096.56666667,1828429.86666667,,1,3.0,,1828813.2,1829329.86666667,8,5,-,1,3,13,0,1,0,1820346.7,1819596.7,1821096.66666667
235,1829829.86666667,1830579.83333333,1831329.83333333,1832079.83333333,1834479.8,,,8,,,1835029.76666667,1835529.76666667,1,9,-,0,-8,8,0,1,0,1829829.86666667,1831329.83333333,1830579.83333333
236,1836029.76666667,1836779.73333333,1837529.73333333,1838279.7,1839496.36666667,1840029.66666667,,1,9.0,,1840496.33333333,1840996.33333333,10,9,+,0,19,19,1,1,0,1836029.76666667,1837529.73333333,1836779.73333333
237,1841513.0,1842262.96666667,1843012.96666667,1843762.96666667,1844396.26666667,,,0,,,1844829.6,1845329.6,2,2,-,1,0,0,1,1,0,1842262.96666667,1841513.0,1843012.96666667
238,1845829.6,1846579.56666667,1847329.56666667,1848079.53333333,1850746.16666667,1851029.5,,1,2.0,,1851412.83333333,1851929.46666667,7,5,+,0,12,12,1,1,0,1845829.6,1847329.56666667,1846579.56666667
239,1852429.46666667,1853179.46666667,1853929.43333333,1854679.43333333,1855229.43333333,,,0,,,1855662.73333333,1856179.4,5,5,-,0,0,0,1,1,0,1852429.46666667,1853929.43333333,1853179.46666667
240,1856679.4,1857429.4,1858179.36666667,1858929.36666667,1860462.66666667,,,0,,,1861029.33333333,1861529.3,1,1,-,1,0,0,1,1,0,1857429.4,1856679.4,1858179.36666667
241,1862029.3,1862779.3,1863529.26666667,1864279.26666667,1865495.93333333,,,2,,,1865912.56666667,1866412.56666667,0,2,+,0,2,2,1,1,0,1862029.3,1863529.26666667,1862779.3
242,1866912.56666667,1867662.53333333,1868412.53333333,1869179.2,1872729.13333333,,,8,,,1873429.1,1873929.1,10,2,-,1,8,8,1,1,0,1867662.53333333,1866912.56666667,1868412.53333333
243,1874429.1,1875179.1,1875929.06666667,1876679.06666667,1879529.0,,,9,,,1880079.0,1880579.0,7,2,+,1,9,9,1,1,0,1875179.1,1874429.1,1875929.06666667
244,1881079.0,1881828.96666667,1882578.96666667,1883328.93333333,1884245.6,1884578.93333333,,1,0.0,,1885028.9,1885528.9,10,0,+,0,10,10,1,1,0,1881079.0,1882578.96666667,1881828.96666667
245,1886028.9,1886778.9,1887528.86666667,1888278.86666667,1890528.83333333,,,1,,,1890995.46666667,1891495.46666667,2,1,-,0,1,1,1,1,0,1886028.9,1887528.86666667,1886778.9
246,1891995.46666667,1892745.46666667,1893495.43333333,1894245.43333333,1896462.06666667,,,9,,,1897012.03333333,1897528.7,6,3,+,1,9,9,1,1,0,1892745.46666667,1891995.46666667,1893495.43333333
247,1898028.7,1898778.66666667,1899528.66666667,1900278.66666667,1902995.26666667,,,7,,,1903695.26666667,1904195.23333333,2,5,+,1,7,7,1,1,0,1898778.66666667,1898028.7,1899528.66666667
248,1904695.26666667,1905445.23333333,1906195.23333333,1906945.2,1908111.86666667,,,8,,,1908728.5,1909228.5,1,7,+,0,8,8,1,1,0,1904695.26666667,1906195.23333333,1905445.23333333
249,1909745.16666667,1910495.16666667,1911245.13333333,1911995.13333333,1914878.4,,,9,,,1915445.06666667,1915961.7,6,3,+,1,9,9,1,1,0,1910495.16666667,1909745.16666667,1911245.13333333
250,1916461.73333333,1917211.7,1917961.7,1918711.66666667,1919395.0,1919728.33333333,,1,0.0,,1920144.96666667,1920644.96666667,9,1,+,0,10,10,1,1,0,1916461.73333333,1917961.7,1917211.7
251,1921144.96666667,1921894.96666667,1922644.93333333,1923394.93333333,1925794.9,,,5,,,1926411.53333333,1926911.53333333,3,8,-,0,-5,5,0,1,0,1921144.96666667,1922644.93333333,1921894.96666667
252,1927411.53333333,1928161.53333333,1928911.5,1929661.5,1934194.73333333,,,0,,,1934644.73333333,1935161.4,1,3,-,0,-2,0,0,1,0,1927411.53333333,1928911.5,1928161.53333333
253,1935661.4,1936411.36666667,1937161.36666667,1937911.33333333,1940927.96666667,,,8,,,1946094.53333333,1946594.53333333,2,10,-,0,-8,8,0,1,0,1935661.4,1937161.36666667,1936411.36666667
254,1947077.86666667,1947827.83333333,1948577.83333333,1949327.8,1956761.03333333,,,0,,,1957161.0,1957661.0,1,3,-,0,-2,0,0,1,0,1947077.86666667,1948577.83333333,1947827.83333333
255,1958161.0,1958911.0,1959660.96666667,1960410.96666667,1962577.6,,,9,,,1963027.56666667,1963527.56666667,7,2,+,0,9,9,1,1,0,1958161.0,1959660.96666667,1958911.0
256,1964027.56666667,1964777.56666667,1965527.53333333,1966277.53333333,1973960.73333333,1974427.4,,1,7.0,,1975194.03333333,1975694.03333333,8,9,+,0,17,17,1,1,0,1964027.56666667,1965527.53333333,1964777.56666667
257,1976194.03333333,1976944.03333333,1977694.0,1978444.0,1980260.63333333,,,8,,,1980977.26666667,1981477.26666667,0,8,+,1,8,8,1,1,0,1976944.03333333,1976194.03333333,1977694.0
258,1981977.26666667,1982727.23333333,1983477.23333333,1984227.23333333,1985377.2,,,2,,,1985843.86666667,1986343.83333333,2,4,-,1,-2,2,0,1,0,1982727.23333333,1981977.26666667,1983477.23333333
259,1986843.83333333,1987593.83333333,1988343.83333333,1989093.8,1990177.13333333,1990460.46666667,,1,2.0,,1990827.1,1991327.1,2,10,+,0,12,12,1,1,0,1986843.83333333,1988343.83333333,1987593.83333333
260,1991827.1,1992577.1,1993327.06666667,1994077.06666667,1994793.7,,,0,,,1995177.03333333,1995677.03333333,6,6,-,0,0,0,1,1,0,1991827.1,1993327.06666667,1992577.1
261,1996177.03333333,1996927.0,1997693.66666667,1998443.63333333,2000510.3,,,2,,,2000926.93333333,2001426.93333333,2,4,-,0,-2,2,0,1,0,1996177.03333333,1997693.66666667,1996927.0
262,2001926.93333333,2002676.9,2003426.9,2004176.86666667,2009893.46666667,,,3,,,2010543.43333333,2011060.1,5,6,-,0,-1,3,0,1,0,2001926.93333333,2003426.9,2002676.9
263,2011560.1,2012310.06666667,2013060.06666667,2013810.06666667,2015026.7,2015326.7,,1,2.0,,2015726.66666667,2016226.66666667,10,2,+,0,12,12,1,1,0,2011560.1,2013060.06666667,2012310.06666667
264,2016726.66666667,2017476.66666667,2018226.63333333,2018976.63333333,2020776.6,2021093.26666667,,1,1.0,,2021576.56666667,2022076.56666667,1,10,+,0,11,11,1,1,0,2016726.66666667,2018226.63333333,2017476.66666667
265,2022576.56666667,2023326.56666667,2024076.53333333,2024826.53333333,2027426.5,,,4,,,2027976.46666667,2028476.46666667,5,9,-,1,-4,4,0,1,0,2023326.56666667,2022576.56666667,2024076.53333333
266,2028976.46666667,2029726.43333333,2030476.43333333,2031243.1,2035159.7,,,0,,,2035526.33333333,2036043.0,6,1,+,0,7,0,0,1,0,2028976.46666667,2030476.43333333,2029726.43333333
267,2036543.0,2037292.96666667,2038042.96666667,2038792.96666667,2044009.53333333,,,0,,,2044426.2,2044926.16666667,0,4,+,0,4,0,0,1,0,2036543.0,2038042.96666667,2037292.96666667
268,2045426.2,2046176.16666667,2046926.16666667,2047676.13333333,2048376.13333333,,,0,,,2048776.13333333,2049276.1,9,0,-,0,9,0,0,1,0,2045426.2,2046926.16666667,2046176.16666667
269,2049776.1,2050526.1,2051276.06666667,2052026.06666667,2054792.7,2055026.03333333,,1,1.0,,2055442.66666667,2055942.66666667,7,4,+,0,11,11,1,1,0,2049776.1,2051276.06666667,2050526.1
270,2056442.66666667,2057192.63333333,2057942.63333333,2058692.63333333,2060725.93333333,2060975.93333333,,1,2.0,,2061375.9,2061875.9,3,9,+,0,12,12,1,1,0,2056442.66666667,2057942.63333333,2057192.63333333
271,2062375.9,2063125.86666667,2063875.86666667,2064642.53333333,2065709.16666667,,,6,,,2066142.5,2066642.46666667,5,1,+,0,6,6,1,1,0,2062375.9,2063875.86666667,2063125.86666667
272,2067142.46666667,2067892.46666667,2068642.43333333,2069392.43333333,2071009.06666667,2071375.73333333,,1,5.0,,2071825.73333333,2072325.7,10,5,+,1,15,15,1,1,0,2067892.46666667,2067142.46666667,2068642.43333333
273,2072825.7,2073575.7,2074325.66666667,2075075.66666667,2077525.63333333,,,4,,,2078025.63333333,2078525.6,4,0,+,1,4,4,1,1,0,2073575.7,2072825.7,2074325.66666667
274,2079025.6,2079775.6,2080525.56666667,2081275.56666667,2083525.53333333,,,5,,,2083992.2,2084492.16666667,3,8,-,0,-5,5,0,1,0,2079025.6,2080525.56666667,2079775.6
275,2084992.16666667,2085742.16666667,2086492.13333333,2087242.13333333,2089425.43333333,,,5,,,2089875.43333333,2090392.06666667,3,2,+,1,5,5,1,1,0,2085742.16666667,2084992.16666667,2086492.13333333
276,2090892.06666667,2091642.06666667,2092392.03333333,2093142.03333333,2093892.03333333,,,0,,,2094308.66666667,2094808.66666667,0,2,-,1,-2,0,0,1,0,2091642.06666667,2090892.06666667,2092392.03333333
277,2095308.66666667,2096058.63333333,2096808.63333333,2097558.63333333,2101375.23333333,,,6,,,2101758.53333333,2102258.53333333,4,2,+,0,6,6,1,1,0,2095308.66666667,2096808.63333333,2096058.63333333
278,2102775.2,2103525.2,2104275.16666667,2105025.16666667,2109841.76666667,,,6,,,2110325.06666667,2110825.06666667,10,4,-,0,6,6,1,1,0,2102775.2,2104275.16666667,2103525.2
279,2111325.06666667,2112075.03333333,2112825.03333333,2113575.0,2117858.26666667,2118258.26666667,,1,5.0,,2118708.26666667,2119208.23333333,6,9,+,0,15,15,1,1,0,2111325.06666667,2112825.03333333,2112075.03333333
280,2119708.26666667,2120458.23333333,2121208.23333333,2121958.2,2127774.76666667,2128074.76666667,,1,3.0,,2128408.1,2128908.06666667,8,5,+,1,13,13,1,1,0,2120458.23333333,2119708.26666667,2121208.23333333
281,2129408.1,2130158.06666667,2130908.06666667,2131658.03333333,2138524.6,2138857.9,,1,3.0,,2139157.9,2139657.9,6,7,+,1,13,13,1,1,0,2130158.06666667,2129408.1,2130908.06666667
282,2140157.9,2140907.9,2141657.86666667,2142407.86666667,2145591.13333333,,,7,,,2146174.46666667,2146674.43333333,3,4,+,1,7,7,1,1,0,2140907.9,2140157.9,2141657.86666667
283,2147174.43333333,2147924.43333333,2148674.4,2149424.4,2151107.7,,,4,,,2151591.03333333,2152091.03333333,5,1,-,0,4,4,1,1,0,2147174.43333333,2148674.4,2147924.43333333
284,2152591.03333333,2153341.0,2154091.0,2154840.96666667,2159624.23333333,,,5,,,2160024.2,2160524.2,1,4,+,0,5,5,1,1,0,2152591.03333333,2154091.0,2153341.0
285,2161024.2,2161774.2,2162524.16666667,2163274.16666667,2164474.13333333,2164807.46666667,,1,4.0,,2165290.8,2165790.8,10,4,+,0,14,14,1,1,0,2161024.2,2162524.16666667,2161774.2
286,2166290.8,2167040.76666667,2167790.76666667,2168540.73333333,2169507.4,2169807.4,,1,0.0,,2170157.36666667,2170657.36666667,1,9,+,0,10,10,1,1,0,2166290.8,2167790.76666667,2167040.76666667
287,2171174.03333333,2171924.03333333,2172674.0,2173424.0,2177740.6,,,4,,,2178257.23333333,2178757.23333333,6,10,-,1,-4,4,0,1,0,2171924.03333333,2171174.03333333,2172674.0
288,2179257.23333333,2180007.23333333,2180757.2,2181507.2,2186273.76666667,,,2,,,2186657.1,2187157.1,8,10,-,0,-2,2,0,1,0,2179257.23333333,2180757.2,2180007.23333333
289,2187657.1,2188407.06666667,2189157.06666667,2189907.03333333,2194556.96666667,,,0,,,2194956.96666667,2195456.93333333,4,4,+,1,8,0,0,1,0,2188407.06666667,2187657.1,2189157.06666667
290,2195956.93333333,2196706.93333333,2197456.93333333,2198206.9,2206206.76666667,,,2,,,2206956.76666667,2207456.73333333,4,6,-,0,-2,2,0,1,0,2195956.93333333,2197456.93333333,2196706.93333333
291,2207956.73333333,2208706.73333333,2209456.7,2210206.7,2213589.96666667,,,5,,,2214139.96666667,2214656.63333333,7,2,-,0,5,5,1,1,0,2207956.73333333,2209456.7,2208706.73333333
292,2215156.63333333,2215906.6,2216656.6,2217406.56666667,2218656.56666667,,,3,,,2219023.2,2219523.2,1,4,-,0,-3,3,0,1,0,2215156.63333333,2216656.6,2215906.6
293,2220023.2,2220773.2,2221523.16666667,2222289.83333333,2227706.4,2228039.73333333,,1,3.0,,2228389.73333333,2228889.7,6,7,+,0,13,13,1,1,0,2220023.2,2221523.16666667,2220773.2
294,2229389.7,2230139.7,2230889.66666667,2231639.66666667,2236989.6,,,3,,,2237389.56666667,2237889.56666667,7,4,-,1,3,3,1,1,0,2230139.7,2229389.7,2230889.66666667
295,2238389.56666667,2239139.53333333,2239889.53333333,2240639.5,2242239.5,,,6,,,2242689.46666667,2243189.46666667,5,1,+,1,6,6,1,1,0,2239139.53333333,2238389.56666667,2239889.53333333
296,2243689.46666667,2244439.46666667,2245189.43333333,2245939.43333333,2247706.06666667,2248039.4,,1,0.0,,2248406.03333333,2248906.03333333,2,8,+,0,10,10,1,1,0,2243689.46666667,2245189.43333333,2244439.46666667
297,2249406.03333333,2250156.0,2250906.0,2251656.0,2252305.96666667,,,0,,,2252722.63333333,2253222.63333333,6,0,-,1,6,0,0,1,0,2250156.0,2249406.03333333,2250906.0
298,2253722.63333333,2254472.6,2255222.6,2255972.6,2260305.86666667,,,9,,,2260755.83333333,2261272.5,4,5,+,1,9,9,1,1,0,2254472.6,2253722.63333333,2255222.6
299,2261772.5,2262522.46666667,2263272.46666667,2264022.46666667,2266089.06666667,,,5,,,2266505.73333333,2267005.73333333,4,2,+,0,6,5,0,1,0,2261772.5,2263272.46666667,2262522.46666667
300,2267505.73333333,2268255.7,2269005.7,2269755.7,2272305.66666667,,,0,,,2272772.3,2273288.93333333,0,0,+,0,0,0,1,1,0,2267505.73333333,2269005.7,2268255.7
